GP,Candidate,Score,Decision
FTT MANUFACTURING,CURT MANUFACTURING,85.71428571,
FUNDIMET,UNIMET,85.71428571,
G AND M ENGINEERING,MR MOLD AND ENGINEERING,85.71428571,
G6 FERRAMENTAS,RZ FERRAMENTAS,85.71428571,
GABLES ENGINEERING,REGAL ENGINEERING,85.71428571,
GALVIN ENGINEERING,MALAN ENGINEERING,85.71428571,
GALVIN ENGINEERING,REGAL ENGINEERING,85.71428571,
GARDENA MANUFACTURING,LARSENS MANUFACTURING,85.71428571,
GAS AND SUPPLY,H AND S SUPPLY,85.71428571,
GB ENGINEERING,JR ENGINEERING,85.71428571,
GB ENGINEERING,LJ ENGINEERING,85.71428571,
GB LUBRICANTS,KOBE LUBRICANTS,85.71428571,
GEARCO ENGINEERING,ROSCO ENGINEERING,85.71428571,
GEHRING,GUHRING,85.71428571,
GELTRON INTERNATIONAL,CAMERON INTERNATIONAL,85.71428571,
GEM INDUSTRIES,AMG INDUSTRIES,85.71428571,
GEM INDUSTRIES,AMO INDUSTRIES,85.71428571,
GEM INDUSTRIES,BDM INDUSTRIES,85.71428571,
GEM INDUSTRIES,COG INDUSTRIES,85.71428571,
GEM INDUSTRIES,DEL INDUSTRIES,85.71428571,
GEM INDUSTRIES,ERA INDUSTRIES,85.71428571,
GEM INDUSTRIES,GTS INDUSTRIES,85.71428571,
GEM INDUSTRIES,AMS INDUSTRIES,85.71428571,
GENSTAR TECHNOLOGIES,GT TECHNOLOGIES,85.71428571,
GIL MACHINE AND TOOL,BLAIR MACHINE AND TOOL,85.71428571,
GILMA TECHNOLOGY,LMTECHNOLOGY,85.71428571,
GLOBAL MANUFACTURING,G MANUFACTURING,85.71428571,
GMP PLATING,MR PLATING,85.71428571,
GOEL INDUSTRIAL,ER INDUSTRIAL,85.71428571,
GOIN INTERNATIONAL,IMI INTERNATIONAL,85.71428571,
GREAT ENGINEERING,EVATON ENGINEERING,85.71428571,
GREAT ENGINEERING,GEARCO ENGINEERING,85.71428571,
GRINER ENGINEERING,GREAT ENGINEERING,85.71428571,
GRINER ENGINEERING,RIDGE ENGINEERING,85.71428571,
GT TECHNOLOGIES,KTECHNOLOGIES,85.71428571,
GTEC ENGINEERING,INVOTEC ENGINEERING,85.71428571,
GTS INDUSTRIES,COG INDUSTRIES,85.71428571,
GTS INDUSTRIES,AMG INDUSTRIES,85.71428571,
GTS INDUSTRIES,ASB INDUSTRIES,85.71428571,
GTS INDUSTRIES,AMS INDUSTRIES,85.71428571,
GULFCO MANUFACTURING,G MANUFACTURING,85.71428571,
GV ENTERPRISES,MGP ENTERPRISE,85.71428571,
H AND R SCREW MACHINE,D AND F SCREW MACHINE,85.71428571,
HAIG PRECISION,AXIS PRECISION,85.71428571,
HALL INDUSTRIES,AZ INDUSTRIES,85.71428571,
HALL INDUSTRIES,AH INDUSTRIES,85.71428571,
HALL INDUSTRIES,AI INDUSTRIES,85.71428571,
HALL INDUSTRIES,AK INDUSTRIES,85.71428571,
HALTECH,HAJTECH,85.71428571,
HANSEN,C HANSEN,85.71428571,
HARRIS MANUFACTURING,ARTISTIC MANUFACTURING,85.71428571,
HARRISON MANUFACTURING,CHAPIN MANUFACTURING,85.71428571,
HARRISON MANUFACTURING,HANSEN MANUFACTURING,85.71428571,
HARTEC MANUFACTURING,ARTIFLEX MANUFACTURING,85.71428571,
HARTTECH,ARTECH,85.71428571,
HARVAN ENGINEERING,TRANT ENGINEERING,85.71428571,
HARVAN ENGINEERING,MALAN ENGINEERING,85.71428571,
HARVAN ENGINEERING,SHAND ENGINEERING,85.71428571,
HEAT TREATMENT COOPERS,COOPER HEAT TREATING,85.71428571,
HENRY MANUFACTURING,HD MANUFACTURING,85.71428571,
HERD MANUFACTURING,A D MANUFACTURING,85.71428571,
HESS INDUSTRIES,AH INDUSTRIES,85.71428571,
HITECH HEAT TREATMENT SERVICES,JB HEAT TREATMENT SERVICES,85.71428571,
HKTM,HTM,85.71428571,
HMS INDUSTRIES,AMG INDUSTRIES,85.71428571,
HMS INDUSTRIES,AMO INDUSTRIES,85.71428571,
HMS INDUSTRIES,ASB INDUSTRIES,85.71428571,
HMS INDUSTRIES,BDM INDUSTRIES,85.71428571,
HOSICO ENGINEERING,SCOPE ENGINEERING,85.71428571,
HOSICO ENGINEERING,SCOTT ENGINEERING,85.71428571,
HTC MACHINE,AC MACHINE,85.71428571,
HTC MACHINE,DC MACHINE,85.71428571,
HTC MACHINE,JC MACHINE,85.71428571,
HTD MACHINING,HANDM MACHINING,85.71428571,
HTM,HTMX,85.71428571,
HUNTER ENGINEERING,HYTEC ENGINEERING,85.71428571,
HUNTING ENERGY SERCIES INC,HUNTING ENERGY SERVICES,85.71428571,
HUNTSMAN ADVANCED MATERIALS,CTS ADVANCED MATERIALS,85.71428571,
HYDRA SERVICE INC,SERVICE HYDRUALICS,85.71428571,
I GUZZINI ILLUMINAZIONE,IGUZZINI ILLUMINAZIONE SPA,85.71428571,
I M MACHINE AND FABRICATION,LASER FABRICATION AND MACHINE,85.71428571,
IAT GLOBAL,TATE GLOBAL,85.71428571,
IBC SERVICE,CW SERVICE,85.71428571,
IBC SERVICE,IN SERVICE,85.71428571,
IBSA,BSA,85.71428571,
ICI METALS,EPIC METALS,85.71428571,
ICI METALS,METALUS INC,85.71428571,
IFS INDUSTRIES,GTS INDUSTRIES,85.71428571,
IFS INDUSTRIES,AFC INDUSTRIES,85.71428571,
IFS INDUSTRIES,AMS INDUSTRIES,85.71428571,
IFS INDUSTRIES,ARI INDUSTRIES,85.71428571,
IFS INDUSTRIES,ASB INDUSTRIES,85.71428571,
IFS INDUSTRIES,BCF INDUSTRIES,85.71428571,
IFS INDUSTRIES,HMS INDUSTRIES,85.71428571,
IGD MACHINE AND TOOL,HANDK TOOL AND MACHINE,85.71428571,
IKI MANUFACTURING INC,CMJ MANUFACTURING INC,85.71428571,
IKK,IKUK,85.71428571,
ILAS,ILS,85.71428571,
IMAS,IMA,85.71428571,
IMAS,IMS,85.71428571,
IMESAZA,IMEXAZA,85.71428571,
IMET,IMT,85.71428571,
IMI GROUP,MISUMI GROUP,85.71428571,
INDO INDUSTRIES,AI INDUSTRIES,85.71428571,
INDO INDUSTRIES,D4 INDUSTRIES,85.71428571,
INDUCTOTHERM,INDUTHERM,85.71428571,
INDUMAR,INDUTAR,85.71428571,
INDUSTRIAS EKA,ERA INDUSTRIES,85.71428571,
INDUSTRIES TLT,LES INDUSTRIES,85.71428571,
INDUSTRIES TLT,TEC INDUSTRIES,85.71428571,
INDUSTRIES TLT,TMB INDUSTRIES,85.71428571,
INNER MONGOLIA TAILONG,INNER MONGOLIA TAISI,85.71428571,
INTERNATIONAL PLATING,TOOLING INTERNATIONAL,85.71428571,
ITAN,ITA,85.71428571,
J AND L MANUFACTURING,C AND R MANUFACTURING,85.71428571,
J J MACHINE,JC MACHINE,85.71428571,
J N MACHINE,JC MACHINE,85.71428571,
JAD MACHINE,DC MACHINE,85.71428571,
JAD MACHINE,JC MACHINE,85.71428571,
JAD MACHINE,3D MACHINE,85.71428571,
JAD MACHINE,AC MACHINE,85.71428571,
JANDJ TOOL AND MOLD,D1 MOLD AND TOOL,85.71428571,
JASDANE ENGINEERING,JAHN ENGINEERING,85.71428571,
JAY INDUSTRIAL,MAG INDUSTRIAL,85.71428571,
JBS,JOBS,85.71428571,
JF POWDER COATING,D K POWDER COATING,85.71428571,
JONA MANUFACTURING,A D MANUFACTURING,85.71428571,
JONA MANUFACTURING,AER MANUFACTURING,85.71428571,
JONA MANUFACTURING,AWC MANUFACTURING,85.71428571,
JONA MANUFACTURING,BAP MANUFACTURING,85.71428571,
JONA MANUFACTURING,CNC MANUFACTURING,85.71428571,
JONES ENGINEERING,NARESH ENGINEERING,85.71428571,
JONES ENGINEERING,JACOBS ENGINEERING,85.71428571,
JONES ENGINEERING,JURONG ENGINEERING,85.71428571,
JUHENG ENTERPRISE,GUIMENG ENTERPRISE,85.71428571,
JWF INDUSTRIES,RFC INDUSTRIES,85.71428571,
JWF INDUSTRIES,TSW INDUSTRIES,85.71428571,
JWS MACHINE,JC MACHINE,85.71428571,
K AND D MACHINE,EANDD MACHINE,85.71428571,
KALTECH,HALTECH,85.71428571,
KAREL MANUFACTURING,CK MANUFACTURING,85.71428571,
KEB INDUSTRIES,LES INDUSTRIES,85.71428571,
KEB INDUSTRIES,TEC INDUSTRIES,85.71428571,
KELTECH ENGINEERING,GTEC ENGINEERING,85.71428571,
KINZE MANUFACTURING,CK MANUFACTURING,85.71428571,
KMWE PRECISION,KOMA PRECISION,85.71428571,
KOVOLIS,KOVOLIT,85.71428571,
KPS MACHINE AND TOOL,HANDK TOOL AND MACHINE,85.71428571,
KTECHNOLOGIES,KMB TECHNOLOGIE,85.71428571,
KTECHNOLOGIES,AE TECHNOLOGIES,85.71428571,
LATEM INDUSTRIES,LAP TECH INDUSTRIES,85.71428571,
LEECH INDUSTRIES,LAP TECH INDUSTRIES,85.71428571,
LEGENDS MANUFACTURING,LARSENS MANUFACTURING,85.71428571,
LENANE PRECISION,LA PRECISION,85.71428571,
LEVAN MACHINE,LEBANON MACHINE,85.71428571,
LIBERTY MACHINE,BETTY MACHINE,85.71428571,
LINCOLN INDUSTRIES,LEGION INDUSTRIES,85.71428571,
LINCOLN MANUFACTURING,LEVITON MANUFACTURING,85.71428571,
LLINK TECHNOLOGIES,LIFT TECHNOLOGIES,85.71428571,
LMT INDUSTRIAL,INDUSTRIAL MFG,85.71428571,
LMT INDUSTRIAL,INDUSTRIAL NUT,85.71428571,
LONESTAR GROUP,LEONESSA GROUP,85.71428571,
LONGA INDUSTRIAL,YAN LUNG INDUSTRIAL,85.71428571,
LRW CUTTING TOOLS,IZAR CUTTING TOOLS,85.71428571,
LUAN GROUP,LANCO GROUP,85.71428571,
LUBRICANTS UK,YORK LUBRICANTS,85.71428571,
LUND MANUFACTURING,A D MANUFACTURING,85.71428571,
LUND MANUFACTURING,BLB MANUFACTURING,85.71428571,
LUND MANUFACTURING,CGL MANUFACTURING,85.71428571,
LUND MANUFACTURING,CNC MANUFACTURING,85.71428571,
LUUS INDUSTRIES,SK INDUSTRIES,85.71428571,
LYNTECH ENGINEERING,GTEC ENGINEERING,85.71428571,
LYONS TOOL AND DIE,MOON TOOL AND DIE,85.71428571,
M A INDUSTRIES,AB5 INDUSTRIES,85.71428571,
M A INDUSTRIES,ACK INDUSTRIES,85.71428571,
MACA ENGINEERING,MCAULEY ENGINEERING,85.71428571,
MAG INDUSTRIAL,LMT INDUSTRIAL,85.71428571,
MAGMA PRODUCTS,DAMAN PRODUCTS,85.71428571,
MALAN ENGINEERING,FLANCO ENGINEERING,85.71428571,
MALCO PRODUCTS,AIRCO PRODUCTS,85.71428571,
MAN ENERGY,PUMA ENERGY,85.71428571,
MANDI MATERIALS,ATI MATERIALS,85.71428571,
MANDS PRECISION,MAX PRECISION,85.71428571,
MANDS PRECISION,ABS PRECISION,85.71428571,
MANDS PRECISION,EMS PRECISION,85.71428571,
MANUFACTURINGLES,TESKE MANUFACTURING,85.71428571,
MARADYNE,RADYNE,85.71428571,
MARCONI,ARCONIC,85.71428571,
MARGET ENGINEERING,GREAT ENGINEERING,85.71428571,
MARGET ENGINEERING,RIDGE ENGINEERING,85.71428571,
MARION MANUFACTURING,MARKALOY MANUFACTURING,85.71428571,
MARLIN TOOL,MELIN TOOL,85.71428571,
MARMAC SPECIALTY PRODUCTS,ATLAS SPECIALTY PRODUCTS,85.71428571,
MARS MANUFACTURING,MKC MANUFACTURING,85.71428571,
MARS MANUFACTURING,RAO MANUFACTURING,85.71428571,
MARS MANUFACTURING,RBM MANUFACTURING,85.71428571,
MARS MANUFACTURING,MC3 MANUFACTURING,85.71428571,
MAS MECCANICA,GIMOS MECCANICA,85.71428571,
MASER ENGINEERING,MARGET ENGINEERING,85.71428571,
MASS PRECISION,AXIS PRECISION,85.71428571,
MASS PRECISION,BOSS PRECISION,85.71428571,
MASS PRECISION,KOMA PRECISION,85.71428571,
MAT INDUSTRIES,INDUSTRIES TLT,85.71428571,
MATCOR METAL FABRICATION,MARWOOD METAL FABRICATION,85.71428571,
MAWI,MWI,85.71428571,
MAYER INDUSTRIES,MAYSTEEL INDUSTRIES,85.71428571,
MCLANE MANUFACTURING,MILBANKS MANUFACTURING,85.71428571,
MD MACHINING,MIDROC MACHINING,85.71428571,
MEA,MEAC,85.71428571,
MEC,UMEC,85.71428571,
MEC,MEAC,85.71428571,
MECA PRODUCTION,KC PRODUCTION,85.71428571,
MECA PRODUCTION,MK PRODUCTION,85.71428571,
MECCANICA,CP MECCANICA,85.71428571,
MECCANICA,VALMECCANICA,85.71428571,
MECCANICA,MECCANICARTI,85.71428571,
MECCANICA,FILMECCANICA,85.71428571,
MECCANICA,ICOMECCANICA,85.71428571,
MECCANICA CT,MECCANICA,85.71428571,
MECHON ENGINEERING,RENCH ENGINEERING,85.71428571,
MEGA,MEA,85.71428571,
MERIT SCREW PRODUCTS,MIDWEST SCREW PRODUCTS,85.71428571,
METAKOR,METALOR,85.71428571,
METALUX,MECALUX,85.71428571,
METCAM,METALCAM,85.71428571,
MEWA,MEA,85.71428571,
MIDVALE INDUSTRIES,MIDWAY INDUSTRIES,85.71428571,
MIDWAY MACHINING,MD MACHINING,85.71428571,
MILBANKS MANUFACTURING,MILTON MANUFACTURING,85.71428571,
MORETON,MORETTO,85.71428571,
MPG INDUSTRIES,M A INDUSTRIES,85.71428571,
MPG INDUSTRIES,MAT INDUSTRIES,85.71428571,
MPG INDUSTRIES,PMI INDUSTRIES,85.71428571,
MPM TECHNOLOGY,DMH TECHNOLOGY,85.71428571,
MR PLATING,ELM PLATING,85.71428571,
MSP INDUSTRIES,LES INDUSTRIES,85.71428571,
MSP INDUSTRIES,M A INDUSTRIES,85.71428571,
MSP INDUSTRIES,MAT INDUSTRIES,85.71428571,
MTAR TECHNOLOGIES,ELMET TECHNOLOGIES,85.71428571,
MTAR TECHNOLOGIES,CYMAT TECHNOLOGIES,85.71428571,
MTE,MTEK,85.71428571,
MTE HYDRAULICS,KTI HYDRAULICS,85.71428571,
MTEK,TEK,85.71428571,
MULLINS ENGINEERING,LINK ENGINEERING,85.71428571,
MUM INDUSTRIES,MAT INDUSTRIES,85.71428571,
MUM INDUSTRIES,MPG INDUSTRIES,85.71428571,
MUM INDUSTRIES,MSP INDUSTRIES,85.71428571,
MUM INDUSTRIES,PMI INDUSTRIES,85.71428571,
MUM INDUSTRIES,RMH INDUSTRIES,85.71428571,
MUM INDUSTRIES,TMB INDUSTRIES,85.71428571,
MUM INDUSTRIES,ZML INDUSTRIES,85.71428571,
MUM INDUSTRIES,M A INDUSTRIES,85.71428571,
MURTECH ENGINEERING,GTEC ENGINEERING,85.71428571,
MURTECH ENGINEERING,MECO ENGINEERING,85.71428571,
NAGOYA OIL,NAGAOKA OIL,85.71428571,
NANDE PRECISION ENG,LENANE PRECISION,85.71428571,
NARESH ENGINEERING,RENCH ENGINEERING,85.71428571,
NASH,NSH,85.71428571,
NATEX ENGINEERING,NARESH ENGINEERING,85.71428571,
NATEX ENGINEERING,HUNTER ENGINEERING,85.71428571,
NATIONAL EXTRUSION,INTERNATIONAL EXTRUSIONS,85.71428571,
NERCON ENGINEERING,ROSCO ENGINEERING,85.71428571,
NERVION INDUSTRIES,LEGION INDUSTRIES,85.71428571,
NERVION INDUSTRIES,UNISON INDUSTRIES,85.71428571,
NEUTRONICS INC,KING NUTRONICS,85.71428571,
NEW TECHNOLOGY,TEC TECHNOLOGY,85.71428571,
NEWCO MANUFACTORING,WO MANUFACTURING,85.71428571,
NEWCO MANUFACTURING,MC MANUFACTURING,85.71428571,
NEWCO MANUFACTURING,PE MANUFACTURING,85.71428571,
NK MACHINE,J N MACHINE,85.71428571,
NMBS,MBS,85.71428571,
NOOK INDUSTRIES,SK INDUSTRIES,85.71428571,
NRC INDUSTRIES,PRL INDUSTRIES,85.71428571,
NRC INDUSTRIES,RAH INDUSTRIES,85.71428571,
NUMAC ENGINEERING,ERMACH ENGINEERING,85.71428571,
OFAR,FAR,85.71428571,
OH TECHNOLOGIES,KTECHNOLOGIES,85.71428571,
OHIO PRECISION,HAIG PRECISION,85.71428571,
OHIO PRECISION,PRECISION HONE,85.71428571,
OMA,COMA,85.71428571,
OMA,OMTA,85.71428571,
OMA,ORMA,85.71428571,
OMB,OMBI,85.71428571,
OMEC,MEC,85.71428571,
OMEC,OMC,85.71428571,
OMEGA PRECISION,MAX PRECISION,85.71428571,
OMIC,MIC,85.71428571,
OMIC,OMC,85.71428571,
OMINI FERRAMENTARIA,FERRAMENTARIA JN,85.71428571,
OMP,OMPG,85.71428571,
OMP,OMPR,85.71428571,
OMPG,MPG,85.71428571,
OMR,OMPR,85.71428571,
ORBIT ENGINEERING,WRIGHT ENGINEERING,85.71428571,
ORI MACHINE,RH MACHINE,85.71428571,
OSM TOOLING,KS TOOLING,85.71428571,
OSM TOOLING,MB TOOLING,85.71428571,
OSO POWDER COATING,JB POWDER COATING,85.71428571,
OSO POWDER COATING,JF POWDER COATING,85.71428571,
OSRAM GROUP,SAMP GROUP,85.71428571,
OSRAM GROUP,SARA GROUP,85.71428571,
OSRAM GROUP,SIRA GROUP,85.71428571,
P3 MANUFACTURING,ZIPPO MANUFACTURING,85.71428571,
PACE INDUSTRIES,VP INDUSTRIES,85.71428571,
PACE PRECISION COMPONENTS,PRECISION COMPONENTS INT,85.71428571,
PADCO ENGINEERING,FLANCO ENGINEERING,85.71428571,
PADCO ENGINEERING,GEARCO ENGINEERING,85.71428571,
PADCO ENGINEERING,JACOBS ENGINEERING,85.71428571,
PAI INDUSTRIES,MAT INDUSTRIES,85.71428571,
PAI INDUSTRIES,MPG INDUSTRIES,85.71428571,
PARK MANUFACTURING,PPC MANUFACTURING,85.71428571,
PARK MANUFACTURING,RAO MANUFACTURING,85.71428571,
PARK MANUFACTURING,RBM MANUFACTURING,85.71428571,
PARK MANUFACTURING,SAE MANUFACTURING,85.71428571,
PARK MANUFACTURING,SHP MANUFACTURING,85.71428571,
PARK MANUFACTURING,MKC MANUFACTURING,85.71428571,
PAS TECHNOLOGIES,ASCENX TECHNOLOGIES,85.71428571,
PAS TECHNOLOGIES,POLYSI TECHNOLOGIES,85.71428571,
PAT TOOLS,PLANET TOOLS,85.71428571,
PATRICK ENTERPRISES,MARIK ENTERPRISE,85.71428571,
PATRIOT METAL FINISHING,ROY METAL FINISHING,85.71428571,
PAULO PRODUCTS,MALCO PRODUCTS,85.71428571,
PC CAMPANA,CAMPANA P C,85.71428571,
PCAS,PCS,85.71428571,
PCS,CPCS,85.71428571,
PEAK POWDER COATING,EXPECTRA POWDER COATING,85.71428571,
PELCO TOOL AND MOLD INC,SUPERIOR TOOL AND MOLD INC,85.71428571,
PEN CUTTING TOOLS,CUTTING EDGE TOOLS,85.71428571,
PENCO PRECISION,CNC PRECISION,85.71428571,
PENCO PRECISION,ECF PRECISION,85.71428571,
PENCO PRECISION,EMC PRECISION,85.71428571,
PETERSON HEAT TREATING,NEWTON HEAT TREATING,85.71428571,
PETERSON MANUFACTURING,SP MANUFACTURING PTE,85.71428571,
PETERSON MANUFACTURING,TENDON MANUFACTURING,85.71428571,
PETRA SERVICES,METAL SERVICES,85.71428571,
PETRI VERPACKUNGSTECHNIK,DIENST VERPACKUNGSTECHNIK,85.71428571,
PIMS,IMS,85.71428571,
PIT INDUSTRIAL,INDUSTRIAL NUT,85.71428571,
PIT INDUSTRIAL,LMT INDUSTRIAL,85.71428571,
PLATER GROUP,PTR GROUP,85.71428571,
PLATINUM POWDER COATING,POWDER COATING PLUS,85.71428571,
PLR PRODUCTION,LPM PRODUCTION,85.71428571,
PLUS LUBRICANTS,LUBRICANTS UK,85.71428571,
PMI INDUSTRIES,M A INDUSTRIES,85.71428571,
PMI INDUSTRIES,MAT INDUSTRIES,85.71428571,
PONTFOR,PRONTOR,85.71428571,
POSITECH,SITECH,85.71428571,
POWERMAX ENGINEERING,OEM ENGINEERING,85.71428571,
PRD FASTENERS,RANDD FASTENERS,85.71428571,
PRECISION CRAFT,ECF PRECISION,85.71428571,
PRECISION GEARS,ABS PRECISION,85.71428571,
PRECISION GEARS,EMS PRECISION,85.71428571,
PRECISION HOSE INC,ASM PRECISION INC,85.71428571,
PRECISION WIRE PRODUCTS,RALEIGH PRECISION PRODUCTS,85.71428571,
PRISM TECHNOLOGIES INC,JDS TECHNOLOGIES INC,85.71428571,
PRL INDUSTRIES,INDUSTRIES TLT,85.71428571,
PRL INDUSTRIES,LES INDUSTRIES,85.71428571,
PRL INDUSTRIES,MPG INDUSTRIES,85.71428571,
PRL INDUSTRIES,MSP INDUSTRIES,85.71428571,
PRO MACHINE,RH MACHINE,85.71428571,
PROACAO,PROACON,85.71428571,
PROCIDEC,PRODEC,85.71428571,
PROMET,PROTOMET,85.71428571,
PROMET,PROZAMET,85.71428571,
PRYDA AUSTRALIA,RFD AUSTRALIA,85.71428571,
PS PRECISION ENGINEERING,ADP PRECISION ENGINEERING,85.71428571,
PS PRECISION ENGINEERING,ATL PRECISION ENGINEERING,85.71428571,
PSB HEAT TREATMENT,RJ HEAT TREATMENT,85.71428571,
PTM,PTSM,85.71428571,
PTSM,TSM,85.71428571,
PVI INDUSTRIAL WASHING,INDUSTRIAL POLISHING,85.71428571,
PYLE INDUSTRIES,VP INDUSTRIES,85.71428571,
PYLE INDUSTRIES,LS INDUSTRIES,85.71428571,
PYRAMID TOOL AND DIE,RM TOOL AND DIE,85.71428571,
QA TECHNOLOGY,QSGS TECHNOLOGY,85.71428571,
QUALITY POWDER COATING,QUINN POWDER COATING,85.71428571,
QUALITY TOOL AND DIE,QUALITY TOOLS AND GEAR,85.71428571,
QUINN POWDER COATING,RAINN C POWDER COATING,85.71428571,
R AND R HEAT TREATING,H AND S HEAT TREATING,85.71428571,
RADCON ENGINEERING,ROSCO ENGINEERING,85.71428571,
RADCON ENGINEERING,TRANT ENGINEERING,85.71428571,
RAH INDUSTRIES,MAT INDUSTRIES,85.71428571,
RAH INDUSTRIES,PAI INDUSTRIES,85.71428571,
RAH INDUSTRIES,PRL INDUSTRIES,85.71428571,
RAH INDUSTRIES,RFC INDUSTRIES,85.71428571,
RAH INDUSTRIES,VSR INDUSTRIES,85.71428571,
RASSINI,ROSSINI,85.71428571,
RAVAGO GROUP,VAG GROUP,85.71428571,
RBM MANUFACTURING,TROY MANUFACTURING,85.71428571,
RDL MACHINE,RH MACHINE,85.71428571,
RDL MACHINE,MD MACHINE,85.71428571,
RDVE PRECISION ENGINEERING PTY,YIDA PRECISION ENGINEERING,85.71428571,
RECOPLASTIC,ACOPLASTIC,85.71428571,
REF AUTOMATION,EMG AUTOMATION,85.71428571,
REH ENGINEERING CC,RENCH ENGINEERING,85.71428571,
RENCH ENGINEERING,ERMACH ENGINEERING,85.71428571,
RESCO PRODUCTS,SAFCO PRODUCTS,85.71428571,
REVA ENGINEERING,RITEWAY ENGINEERING,85.71428571,
REX,AREX,85.71428571,
REX,TREX,85.71428571,
RFC INDUSTRIES,PRL INDUSTRIES,85.71428571,
RFC INDUSTRIES,RMH INDUSTRIES,85.71428571,
RFC INDUSTRIES,TEC INDUSTRIES,85.71428571,
RFC INDUSTRIES,VSR INDUSTRIES,85.71428571,
RH MACHINE,RK MACHINES,85.71428571,
RIMA MANUFACTURING,MC3 MANUFACTURING,85.71428571,
RIMA MANUFACTURING,MKC MANUFACTURING,85.71428571,
RIMA MANUFACTURING,SAE MANUFACTURING,85.71428571,
RIMO,IMO,85.71428571,
RIOTECH,BIOTECH,85.71428571,
RK MACHINES,NK MACHINE,85.71428571,
RM INDUSTRIES INC,LDI INDUSTRIES INC,85.71428571,
RM INDUSTRIES INC,LOC INDUSTRIES INC,85.71428571,
RMH INDUSTRIES,M A INDUSTRIES,85.71428571,
RMH INDUSTRIES,MAT INDUSTRIES,85.71428571,
RMH INDUSTRIES,MPG INDUSTRIES,85.71428571,
RMH INDUSTRIES,MSP INDUSTRIES,85.71428571,
RMH INDUSTRIES,NRC INDUSTRIES,85.71428571,
RMH INDUSTRIES,PMI INDUSTRIES,85.71428571,
RMI,ROMI,85.71428571,
ROACH MANUFACTURING,MC MANUFACTURING,85.71428571,
ROACH MANUFACTURING,WO MANUFACTURING,85.71428571,
ROAL,ROL,85.71428571,
ROCK TOOL AND MACHINE,TENK MACHINE AND TOOL,85.71428571,
ROLL SURFACE TECHNOLOGIES,BEP SURFACE TECHNOLOGIES,85.71428571,
ROLLER BEARING,MILLER BEARING,85.71428571,
ROSER TECHNOLOGIES,SETA TECHNOLOGIES,85.71428571,
ROSER TECHNOLOGIES,SREM TECHNOLOGIES,85.71428571,
ROTECH,AEROTECH,85.71428571,
ROWELL CHEMICAL,LOWE CHEMICAL,85.71428571,
ROY METAL FINISHING,SYNERGY METAL FINISHING,85.71428571,
RUBITEC ENGINEERING,GTEC ENGINEERING,85.71428571,
RW MACHINE AND TOOL,MODERN MACHINE AND TOOL,85.71428571,
S S MANUFACTURING,MARS MANUFACTURING,85.71428571,
SAET GROUP,SETRA GROUP,85.71428571,
SAGITECH,SITECH,85.71428571,
SALES AND ENGINEERING,CAN LINES ENGINEERING,85.71428571,
SARA GROUP,SETRA GROUP,85.71428571,
SATA,STA,85.71428571,
SAW SERVICE,CW SERVICE,85.71428571,
SBE,SBER,85.71428571,
SCHUELE,SCHULER,85.71428571,
SCHUELE,SCHULZE,85.71428571,
SCHULER,SCHULZE,85.71428571,
SCHULTZ,SCHULZE,85.71428571,
SCOT INDUSTRIES,LS INDUSTRIES,85.71428571,
SCOT INDUSTRIES,SK INDUSTRIES,85.71428571,
SDIPTECH,SITECH,85.71428571,
SEFI,SFI,85.71428571,
SENSOR MANUFACTURING,SUPERIOR MANUFACTURING,85.71428571,
SERMA INDUSTRIE,SIMA INDUSTRI,85.71428571,
SERTEC,SERMATEC,85.71428571,
SERTEC,LASERTEC,85.71428571,
SET,SETU,85.71428571,
SET,SKET,85.71428571,
SETA TECHNOLOGIES,SUPRA TECHNOLOGIES,85.71428571,
SETRA GROUP,SIRA GROUP,85.71428571,
SFI,ASFI,85.71428571,
SHANGHAI HUAJI LOGISTICS,SHANGHAI LINKAI LOGISTICS,85.71428571,
SHAW INDUSTRIES,LS INDUSTRIES,85.71428571,
SHAW INDUSTRIES,SK INDUSTRIES,85.71428571,
SHINTECH,SITECH,85.71428571,
SIPS,SIS,85.71428571,
SKYO INDUSTRIES,LS INDUSTRIES,85.71428571,
SMITHS ENGINEERING,KEITH ENGINEERING,85.71428571,
SNAPON,SNAPTRON,85.71428571,
SOHN MANUFACTURING,RAO MANUFACTURING,85.71428571,
SOLDY MANUFACTURING,WO MANUFACTURING,85.71428571,
SOUTHLAND MANUFACTURING,SOLDY MANUFACTURING,85.71428571,
SPIT,SPT,85.71428571,
SPSI,SSI,85.71428571,
SREM TECHNOLOGIES,SUPRA TECHNOLOGIES,85.71428571,
SS INDUSTRIAL,ZEUS INDUSTRIAL,85.71428571,
STAMCO INDUSTRIES,STRAMIT INDUSTRIES,85.71428571,
STEEL CAST,STEEL CRAFT,85.71428571,
STEEL CAST,STEEL CREST,85.71428571,
SUPORTEC,SURTEC,85.71428571,
TALLERES MECANICOS,TALLERES MECANICOS DALGO,85.71428571,
TALLERES MECANICOS,TALLERES MECANICOS ELKAR,85.71428571,
TAS,TASA,85.71428571,
TECART,TECNOART,85.71428571,
TECPARTS,TECART,85.71428571,
TEK,TEKA,85.71428571,
TENNECO,TENNSCO,85.71428571,
TESKE MANUFACTURING,PE MANUFACTURING,85.71428571,
TMB INDUSTRIES,KEB INDUSTRIES,85.71428571,
TMB INDUSTRIES,M A INDUSTRIES,85.71428571,
